Merge Key,File,﻿CID,Last Triage Comment
9c23f182477c86c42f8453e8e10f33e9,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421548
10750699
19400814","

thisIndex will hold a value from the queue since the while has passed, so indexing with that message ID will not cause any issue"
88d74d1851db44158ab918b0a2bfb706,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421545
10749564
19374581","
 if (p_logic_state_id_U8 < (LSH_STATE_ID_T)LSH_NUMBER_OF_LOGIC_STATES) check prevents this issue from happening
fl_state_conf_SP-.layer id is referenced from autogenerated code which will be less than configured LSH_NUMBER_OF_LAYERS , so no issue"
c9ada9c37dfa7c757074208f42041e97,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421442
10750690
19400813","
valid message id will be passed from calling function, so no issue in indexing using it 

msg_StoreAdd will be invoked with a valid message ID that is autogenerated, so no issue"
ceb24ff9a1fc715635fa25894d3932d0,TRIAGED_VIEW_HONDA_MKRG_COV.csv,7421418,
ebeaf29f976c6f5415119f6d91b83d52,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421415
10750466
19374745","
since layer id and state is validated, no issue in indexing the priority information that are autogenerated 
priority is autogenerated , since layer id is validated no issue in indexing using that"
211ca6d7972d27c33ef38527621b5b62,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421392
10749929
19622290","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

menu id is validated and passed in the calling places, so no issue"
2f8e71793a025a081fc00f22bbd0060f,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421345
10750278
19374564","
valid layer id will be indexed here, since logic state is valided, so no issue in indexing lc_lsh_dpm_config_SA which is autogenerated

fl_state_conf_SP-.layer id is referenced from autogenerated code which will be less than configured LSH_NUMBER_OF_LAYERS , so no issue"
fb853ceaaa536930d84da4b67cb7ac00,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421312
10750823
19400855","

Queue atlease has 1 message to enter the for loop, so no issue in indexing using valid entry"
08455c32cf669e17cd4c21590f014762,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421294
10750667
19400810","
valid message id will be passed from calling function, so no issue in indexing using it 

startIndex wil hold a valid value from categories, so no issue"
12bf2547755aceb98459add031e78034,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421275
10750260
19374528","
valid layer id will be indexed here, since logic state is valided, so no issue in indexing lc_lsh_dpm_config_SA which is autogenerated

fl_state_conf_SP-.layer id is referenced from autogenerated code which will be less than configured LSH_NUMBER_OF_LAYERS , so no issue"
c4e51bba82c18aa6a62cb688577e20b3,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421267
10749720
19622258","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

menu id is validated from the calling functions, so no issue"
0f5577b923dd1f0675694c3d27da7910,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421256
10749906
19400807","
valid message id is returned, so no issue in indexing the queue using it

 seq_FindNextIndex will return a valid index, so no issue"
c544ed1e1924f83bc790f541b9f2eb8e,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421234
10749729
19374735","
valid layer id will be indexed here, since logic state is valided, so no issue in indexing lc_lsh_dpm_config_SA which is autogenerated

fl_state_conf_SP-.layer id is referenced from autogenerated code which will be less than configured LSH_NUMBER_OF_LAYERS , so no issue"
d874115573e85ad4d5e029347b47e4b8,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421169
10750808
19622315","
menu id is validated and passed from the calling functions whether it is less than TOTAL_MENU_ID, so no impact
p_menu_cntrl_ptr->menu_id is checked and passed within the bounds , so no issue"
b5ab42866ccbf0eed600de9b9feac7bf,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421162
10750804
19622314","
A valid fl_menu_entry is validated and assigned to fl_pre_deact_menu_t.focus_entry_U16 . so no issue in indexing using it 
Menu is checked and passed within the bounds from calling function, so out of bounds will not happen"
7a00adac80fec2b2b3b7627d5912dade,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421157
10750803
19375138","
valid layer id will be indexed here, since logic state is valided, so no issue in indexing lc_lsh_dpm_config_SA which is autogenerated

l_state_conf_SP->layer_id is a valid layer hence the priority of the layer is fetched from autogenerated file, so there is no issue "
8b8e94834b0d11c5b0b65e3b37f68e54,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421155
10750069
19622313","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

Menu is is validated before indexing, so no issue"
0796d69fe2f39206014d8e234c9a1832,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421142
10750604
19400801","
valid message id will be passed from calling function, so no issue in indexing using it 

stor_FindFirstIndex returns valid value of index, so no issue"
a9e449b3f5def5f93f60e6af213ba689,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421137
10750410
19622252","
menu id is validated and passed from calling functions, so no issue
hmi_menu_logic_get_menu_inst_no will be called in this flow before reaching this function which validates menu id < number of menus, so no issue"
b738da1dfea4c8a53af773db8b2eff7f,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421129
10750409
19622253","
menu id is validated and passed from calling functions, so no issue 
valid menu id will be passed through hmi_menu_logic_process_menu_action , so no issue"
ba0c0208f15862fe4b29e1de64a7323d,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421098
10750848
19622316","
l_menu_id_U8 < TOTAL_MENU_ID ensures a valid menu id is used in hmi_menu_logic_get_menu_inst_no to dereference hmi_menu_const_struct_array_table. so no impact in indexing the instance number. it will be a valid one
fl_current_focus_inst_U8 will hold value within NB_OF_MENU_INSTANCE. so indexing l_menu_instance_array will not be an issue "
6d88847e8e79da21210a14ec0106f514,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421067
10750832
19400851","
valid message id will be passed from calling function, so no issue in indexing using it 

Message ID is passed using the index autogenerated, so no issue in using that"
28fb3573fd800b0f6b879f84ab40970b,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421061
10749887
19374935","
valid layer id will be indexed here, since logic state is valided, so no issue in indexing lc_lsh_dpm_config_SA which is autogenerated

id will be taken from autogenerated code, so no issue"
3d945b1e12be7a7a60ec07935d34fccc,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421047
10749876
19622282","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

menu id is validated and passed in the calling places, so no issue"
9f57c961d82845f28efb05961689b950,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7421004
10750244
19400725","
valid message id will be passed from calling function, so no issue in indexing using it 

iMessage will hold a valid value from the store list since the for loop is executed (fl_index < STOR_LAST_INDEX). hence valid index will be in the store queue"
909875194fd7c9b66cf250e722c7531c,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420988
10978576
19400849","
MessageID is validated to be less than MSG_NUM_MESSAGES. So top message wil hold a valid ID. no impact
fl_ValidTopMessageID is validated before the if check , so issue in indexing the queue using a valid index"
14292dc0fb432ed9090a937d9ab0bb52,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420959
10750047
19622311","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

Menu is is validated before indexing. so no issue"
6b643de97ac3e72081b1b982e7a6bbde,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420945
10750386
19374697","

fl_state_conf_SP-.layer id is referenced from autogenerated code which will be less than configured LSH_NUMBER_OF_LAYERS , so no issue"
f9a30f45e4377931ffa14d965fa1ea67,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv","7420942
10750381","
valid index will be returned from hmi_menu_logic_get_next_free_absl_index so no impact"
d9117b40d51c30f3a2c6e66a6d2172a1,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420940
10749490
19400721","
stor_FindPreviousIndex validates and returns a valid index, so no issue 
stor_FindPreviousIndex will return an index between start and 0 so no issue in indexing the message list "
1aeb8d137758e8c57961cd9712e5f4bf,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420919
10978574
19400792","

ID is fetched from queue, not an issue"
2e2d43f0b4246abae8f0d5a340ad9471,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420888
10750787
19400840","
valid message id will be passed from calling function, so no issue in indexing using it 

with this check i < SEQ_LAST_INDEX, queue will hold atleast one valid entry of message id, so  iMessage will always be valid"
25372a3bdad75334b7ce32ac090c88be,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420881
10749476
19400719","
 STOR_LAST_INDEX != 0 indicates there is atleast one valid element in the queue, so no issue in indexing it
aMessage ID is fetched from the queue which will hold ids from the autogenerated list alone, so no issue in indexing with that ID"
0157f0cde674512f556656612aba838c,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420878
10750373
19622246","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

menu_id < TOTAL_MENU_ID check is done before calling this function so no issue"
ff88585943adfcae7ac520c144261ffc,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420866
10749820
19622275","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

menu id is validated in the calling function, so no issue"
ced7e2d2479c283a110c6920823fa238,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420833
10749499
19622224","
valid menu id will be passed from the calling functions, so no issue in indexing using it 
hmi_menu_logic_get_menu_inst_no will be called in this flow to validate the menu id to be less than TOTAL_MENU_ID, so no issue, "
fae4fc2ed4c8ba25fa5de26c58711ff3,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv","7420814
10750762","
Old index will be looped only for valid menu entries, hence the new index will also be less than HMI_MAX_MENU_ITEMS. so no issue in indexing it"
cfbf6aaffec7d3919614863abded2c7c,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420771
19400843","
i < (UINT32)MSG_NUM_MESSAGE_CATEGORIES; if this check is satisfied then seq_Categories will return a valid value of message index so, no issue in addressing the queue with a valid index"
63eee3f4f6a48c6f1dedef15d9fcf4cf,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420767
10749811
19400794","
valid message id will be passed from calling function, so no issue in indexing using it 

index is checked for valid value in the seq_findFirstIndex so no issue"
714d4a0859be7bf7250d476f42bbe3c2,TRIAGED_VIEW_HONDA_MKRG_COV.csv,7420755,
13096a3e0f2701795646c8387b114968,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420721
10749674
19374658","
valid layer id will be indexed here, since logic state is valided, so no issue in indexing using it

fl_state_conf_SP-.layer id is referenced from autogenerated code which will be less than configured LSH_NUMBER_OF_LAYERS , so no issue"
22b5a8da1d1a233005b88741f2bccb69,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420714
10750580
19709909","
frame id is fetched from autogenerated struct,so no issue
Frame count is taken from autogenerated code, so no issue"
71a9f07040340dba3a4381aed4510690,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420686
10750560
19622272","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

menu id is validated in the calling function, so no issue"
7c2b0b91176dea3e038bdb71570e52a0,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420671
10750357
19374640","
valid layer id will be indexed here, since logic state is valided, so no issue in indexing lc_lsh_dpm_config_SA which is autogenerated

fl_state_conf_SP-.layer id is referenced from autogenerated code which will be less than configured LSH_NUMBER_OF_LAYERS , so no issue"
c34865330664a6f45dc6a775b53b05af,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420633
10750557
19400789","
valid message id will be passed from calling function, so no issue in indexing using it 

ID is passed and checked from calling function"
e693552d467877d596332a3e0ff739a3,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420621
10750170
19622217","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

Valid menu id will reach here, in the calling places menu id will be validated and passed, so no issue"
ac3b190a256e610174ec2888dc2e05de,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420617
10749633
19400754","
 while (thisIndex < endIndex) indicates there is atleast one valid message in the queue, so no issue 
aMessage will hold a valid index from the store queue. so no issue"
981bf228491b9970e506c3ef411b8871,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420612
10750796
19375084","
priority is fetched from a valid layer id , so no issue in indexing using it
priority is autogenerated, since layer is is validated, priority also will be valid so no issue in using it "
7fa85407b972e09ce0b4048139dc9f33,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420582
10749989
19622299","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

menu id is validated and passed in the calling places, so no issue"
d870bd4378f62a56d435afee4ec14a71,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420577
19400788","
Valid index will be fetched from the queue"
94e50e17c0fb5064f55bd74fbcedd134,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420527
10749473
19374421","
valid layer has valid priority, so no issue with generated data 
indexing is done using prirotiy of a valid layer, no issue in it because priority is auto generated"
6f57e6180556e9b7f39eaae81e48f84c,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420515
10750747
19622298","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

menu id is validated and passed in the calling places, so no issue"
acfc8be20eb8e6b35b33008f2f9afdc7,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420508
10750160
19622215","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

menu id is validated and passed to this function, so no issue in indexing it"
89b842b65e1e0c02dd4446f469bec72c,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420484
10749465
19400709","
i < SEQ_LAST_INDEX will prevent this issue from happening
Message id returned will be fetched from the autogenerated list, so no issue in indexing it"
f3e8372e186c245317304f6fa2898b40,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420477
10749795
19400786","
fl_index < STOR_LAST_INDEX prevents this issue from happening
iMessage not possible to be out of bounds since valid index returned from store queue"
8bf980d3585d70c206ca9e99a4e5eade,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420466
10749976
19375049","
valid layer id will be indexed here, since logic state is valided, so no issue in indexing lc_lsh_dpm_config_SA which is autogenerated

fl_state_conf_SP->layer_id] will be < LSH_NUMBER_OF_LAYERS since the layer id is from autogen code so no issues"
8e2360d34ec9395c875af756072ff70f,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420434
10750537
19374831","
layer id is validated, logic state is also validated, hence referencing lc_lsh_dpm_config_SA autogen struct will not have any issue 
fl_state_conf_SP-.layer id is referenced from autogenerated code which will be less than configured LSH_NUMBER_OF_LAYERS , so no issue"
fffd122d97dec65919ad0535431ddb32,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420424
10750519
19400783","
valid message id will be passed from calling function, so no issue in indexing using it 

 iMessage will hold a valid index from the store queue since fl_index is validated"
e83edb3414b079a8f346efb0320fb1f2,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420397
10750516
19400782","
Message ID is validated and passed to this function, so no issue in indexing it 
Valid index will be passed to seq_RemoveMessage for removal from calling function. so no issue"
2532b9147669d7e6df59a967734c82c9,"TRIAGED_VIEW_HONDA_MKRG_COV.csv
TRIAGED_VIEW_RE_KCLUSTER_COV.csv
TRIAGED_VIEW_TOYOTA_38XD_COV.csv","7420385
10750151
19622212","
valid menu id will be passed from the calling functions, so no issue in indexing using it 

In calling places of hmi_menu_logic_MenuDataAvailable, the menu id is validated so no issue in indexing it "
