Merge Key,File,﻿CID,Last Triage Comment
cc97c91bf6127faf7ba9bc5480a71e4c,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,11745886,As the impact is low and similar warnings are deviated before
ddb31871e3f5e9c6fdd94d1dd8f8e7c9,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,11745885,
2ceb4c4155b07353d4282656c0486f48,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,11745884,
27c8eb95956871c5a53b18a2ac3c755e,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,11745883,As the impact is low and similar warnings are deviated before
05679d3f0c6e990b95d7e2ccf87beaee,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,11745882,
034374bdec0c2cf98a462575718d23bf,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,11745881,As the impact is low and similar warnings are deviated before
28e39c8037dfd1a17943f2aa7f805e52,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,11745880,
b15d6de90919ccff511569db506e4737,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993434,"Declared variable  and initialized but didn't used hence the warning, it can be fix but will not have any impact"
6d4f5e57042b039ac3bd9c95b16d7beb,"TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv
TRIAGED_VIEW_MMC_4P45_MY24_MISRA.csv
TRIAGED_VIEW_TOYOTA_38XD_MISRA.csv","5993433
5993433
19767299","Used standard library ""malloc()"" function hence the issue.
Will not have any impact
Used standard library ""malloc()"" function hence the issue.
Will not have any impact
the use of dynamic memory allocation (malloc) has been carefully considered here."
8efa86e149173681899f8a34e2804c5a,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993432,"It can be fix, but will not have any impact."
b197f6b82ecc9487a47dc3f25cafb229,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993431,"Didn't checked the return value hence the issue, will not have any impact but it can be fix with simple (void) cast"
c48ac4a514ee21c970ad2f92e79acd9d,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993430,"Length never can be negative, however it can be fix. Will not have any impact"
b6bf9f1813c41fbb09a6033341f4b98d,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993428,"6. Condition fl_shaper_ptr!=(void *)GFX_MGR02_NULL_PTR, taking false branch.
1509        if(fl_shaper_ptr != GFX_MGR02_NULL_PTR)
______________________________________________

18. Condition fl_shape_str!=(void *)GFX_MGR02_NULL_PTR, taking true branch.
1806                if(fl_shape_str != GFX_MGR02_NULL_PTR)

condtions (6) and (18) are contradicting. Hence it is a ""false possitive"" usecase"
a35c086c422aad5bbc878f3c59374cc4,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993427,"Declared variable  and initialized but didn't used hence the warning, it can be fix but will not have any impact"
4f6dd73883f94729106d33e744549395,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993426,"It is a pre-defined macro, will not have any impact."
d481f55660b5638e67b03c09c9148c36,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993425,"5. Condition fl_complex_script==(unsigned_char)(unsigned_char)TRUE, taking true branch.
1503          if(fl_complex_script == (UINT8)TRUE)

______________________________________________

19. Condition fl_complex_script==(unsigned_char)(unsigned_char)TRUE, taking false branch.
1802          if(fl_complex_script == (UINT8)TRUE)

condtions (5) and (19) are contradicting. Hence it is a ""false possitive"" usecase"
5dc16e8b5281fbf8c99b35a94c813022,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993424,"It is a pre-defined macro, will not have any impact.
But it can be fix simple typecast"
512b829bc4bc9a8b3037e29008d4428a,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993423,"hmi_gfx_mgr02_mt_get_text_width() API will be used for the width calculation from the application presentation as well, so we can not restrict the buffer creation with the
""GFX_MGR02_MAX_TEXT_LENGTH"" and here string length could also be greater than the GFX_MGR02_MAX_TEXT_LENGTH and the this length can be known only at run time we used dynamic memory allocation.

Will not have any impact"
b4f041532b92e853e0758f289828bcf8,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993422,
88663baf8ba1c3489b3d4ee8e5669412,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993421,
414137f6b337ef244651be3a85b36019,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993420,
775a0fd6691bd71ad361c26e126f0287,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5993419,Already deviation approved for these type of warnings
c6dba938d9814290db7857f7ed0862c3,"TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv
TRIAGED_VIEW_MMC_4P45_MY24_MISRA.csv
TRIAGED_VIEW_TOYOTA_38XD_MISRA.csv","5993415
5993415
19765962","Used standard library ""malloc()"" function hence the issue.
Used standard library ""malloc()"" function hence the issue.
free call cannot avoided. No functional impact"
85f4b155dfa5de4bdd95b400d4d0310f,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5637787,
2ad6a676abaef68b1aee244bf6ced9eb,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5637786,
a88d563723127647edb5b4aa3ef9caaf,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5489227,
acb4cb3e99e389483a80de0dd22fce7f,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5464979,
85a6840bfba59a65aeded3c0bd33d7a7,"TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv
TRIAGED_VIEW_MMC_4P45_MY24_MISRA.csv
TRIAGED_VIEW_RE_KCLUSTER_MISRA.csv
TRIAGED_VIEW_TOYOTA_38XD_MISRA.csv","5464936
5464936
24218532
19389925","

No impact, we can deviate it 

No functional impact"
2b114103722f6843093930295e30228d,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,5464798,
036667c396af208d0a0811589e936bec,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4154774,"This is defined in cfg file.  As a core component, we need to do the validation before accessing since some application may failed to give valid value"
82d5bdd463419f2fdf374656d3436e43,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4154773,"This is defined in cfg file.  As a core component, we need to do the validation before accessing since some application may failed to give valid value"
662fc82643e8f16ffb9b68a15e62443b,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4154772,"This is defined in cfg file.  As a core component, we need to do the validation before accessing since some application may failed to give valid value"
fef27fba1de3dd2d25038ff1c5c35f01,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4154256,
520fedddc34b5fd94ce0bcf193e62328,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4152730,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
123ca0d78ba925aa432d2d716c913ae3,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4152729,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
c0af88cad79fbeae950cc70eedf02ee1,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4152728,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
400da452186f1971532c39d118aa50d4,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4152723,No Functional Impact
474c620a2b55572d9527463bcc1aaba4,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4152721,No Functional Impact
965f49d800e13c9f153e44173a60ec72,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4152714,No Functional Impact
b33699329f8f220eed055af97b4cb8c6,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4151606,
fc7c23b14a9449a7baf26666da134299,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,4151596,No functional impact
906875e8d37ca8cf1833ea2ac22de261,"TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv
TRIAGED_VIEW_TOYOTA_38XD_MISRA.csv","4134693
19767250","No functional Impact
"
e1b573367d1b42296631040a6a9f27d9,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603724,
f5e350dee139bfe5b011561a3c397867,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603694,
7683609ab86c5034671b8c627a3bfa54,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603692,
140aef3693c09067af7ac4a943b81697,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603686,
f09394e4e7bea8b749571d52532d9f9d,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603685,
e23d7381077704da46f22fa474b11f67,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603677,
43c7972c2fae3aa4fc9f3cda1a714e17,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603675,
5170410baa8c4a2bb771aa4356c1bd75,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603668,
1fb8ab5cf2232f294960b1302279742d,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603667,
58d53dfb2956b53683059116495bd28e,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603663,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
d7d4cf800e37b59b80ea289edc7ca716,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603660,No Functional Impact
0b9dd050c725623bfdd619621678d6ee,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603659,No Functional Impact
ccc1b8b8183af3ffa02b6a48a8e60d8c,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603658,No Functional Impact
01b51ac5b145f8e085075f13e9033dbf,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603657,No Functional Impact
cd409c6d9f967983b277434e80afd72b,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603656,No Functional Impact
6c217e430cbdd00118af52ab8ac8afeb,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603655,No Functional Impact
e1ca2a639bbab4a77cd90450226a9bc1,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603654,No Functional Impact
38b5d5b0fd359e6795fa53b9ab27dc1e,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603653,No Functional Impact
c824bbe9688d645ad5a7f464cc239feb,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603652,No Functional Impact
23bb9add44e3829683a901fabf2592e0,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603650,No Functional Impact
fe6bfcfcf12ef28d082c89f808756081,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603649,No Functional Impact
8e23476daf319e510f8ad584ece5f077,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1603646,No Functional Impact
aa1eab399e294daa514ef769b2433f2a,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1589876,
269e139f11c25cac1aa486b4769145c6,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1589875,No Functional Impact
f24c6ecfa54d880dab7098ed0570bdad,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1571728,1571728
43c41dad57cb0910f34cb35648196903,"TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv
TRIAGED_VIEW_MMC_4P45_MY24_MISRA.csv","1479104
1479104","
"
8a21426078a6660cff57df9aaa9cc707,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1463006,
279eba8ae06cd9bf86e36465decf6b52,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1430129,
99485f085cbc92690832a59aee5d3f03,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1430095,
a787998c15f43fb4dc9fb59c7624585d,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1430081,
890e3881566402f2297f32b3465a8b4c,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1363059,
e93c16c392930d6aa6bbb80429f795d8,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1363014,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
65a46d8ca9bfe184f492fb1a9692b860,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1362890,
c9d36ad245ca41ab961a38508b772a19,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1315432,
a16c713dacb29affbab2d283db51cbec,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1315427,
a67e2437012b208c45f7d788fb90a863,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1315266,No functional Impact
d98431ef3f5a210ebfca47048c4431cb,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1315169,
f7869e44a54b6469f0dfe13678747ff1,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1315168,
88e034ec1c57b4a8fa6b7b70856489c0,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1290664,
4fda9f229815546807640a93ab28e987,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1290663,
01b578c1be8f141ebde491be422006d7,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1189389,
0817ac7f0dd38d441cf8a3da200c1981,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1188084,
e6c5faa945b65b1acb6fbbeb9574f4f4,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1188083,
d050834dd8f6ffbedd3b8c2d637a7268,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1188082,
c7b1503bb6a7aac439c89573b82ef778,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1188080,
adf619b5d339bd75e62d38650cbb0285,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1188079,
50bada626ffb8df827885fb7c015ea82,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1188078,
2a1183251c4e854d577a0a7d04cf5284,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187891,
5efa13a6ae5b09efa9fa03e45464ccbd,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187844,"Didn't checked the return value hence the issue, will not have any impact but it can be fix with simple (void) cast"
422c54439752d94cf668f2911bc9d02f,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187782,
e54689eee5017ae4df793c809a7eaa2e,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187436,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
5828d9dc898fc4576ca8250bf71e6c61,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187430,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
bf396cce6385756d5f05e84c95895149,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187429,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
f37539daf3276390d521ae6a0b68f5e0,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187394,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
6f438e5021ac89b2a23537cf797ec6e1,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187359,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
03544d5a1206bdbe4a0ec3586dd92b54,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187251,
23040322bada59b9a0276bc52af9b849,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187148,
9cf5741ef41ed4fe125d45a3d6bc2b2f,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187147,
246eebd3beb13f222244dcf72e4e2031,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187146,
595522911708a7400bad1e235cbc687a,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187144,
ecf72abf9478f94033b15a834453b7b8,"TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv
TRIAGED_VIEW_TOYOTA_38XD_MISRA.csv","1187028
19766657","
"
4a09116fbd71490f7f29b2208674397e,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1187027,
ad2a300fb3fe768609b5f63868aeab23,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1186704,Already deviation approved for these type of warnings
941625be0aa7533179c129edbcfb367b,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1186678,
31c485e45c653e3658edb00e03624d4a,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1161616,
adc7ef7530ea8994000d6b772941a9ae,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1149400,
65bc7fcaedd2c9faa273731899864870,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1138100,
c171f18c6aeb82473b49e5504d419197,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1138099,
4c09e682ac751eb1c58beaef1da82fa4,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1081094,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
b3fd9257f3e418ad5a4cd06d48dd04be,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1081093,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
7240a8b8b141e0b0f7cf64b6bb63bda9,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1081087,
8a2c27327cce3738e61bbed4dc3918c6,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1081059,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
9aacaaff6cf4275b11edd7a44d178db8,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1081058,
e7c0492c3a4528ac69dc5ac4980a667d,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1081056,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
52517ba1e87ba8d8edd51f4ebcf7ef8e,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1081055,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
5decce0f3bb1acccaa997d2518445249,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1081050,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
cffa0ab3b2d66a7bf5ae88878ef0fe7a,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1035745,No functional Impact
6ebb12184d77c6afebefb6b51c1863b8,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1035639,No functional Impact
347e3272bc97d56cf0d6917115343bc2,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1035638,No functional Impact
4b260291574dee145471f4d82779fc4f,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1035430,No functional Impact
30d60394b4ae7015923c7f53431986a1,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1013765,
318c7f67803b7ea497086ffe3c5ca830,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1013759,
2a1790098d20f9e463690f56166e27db,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1013758,
f251976d57031ae17e40ea863dc57436,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,1013752,
1ce941cbe519e44392e1e1a4d700147f,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,931335,
3238f18be5053de1a082f6ccaa448363,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,931334,
dd3e222ab9436f5596269c3b6da0451b,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,931284,
16edb6197d6c4b06d22d22ec4ad382d2,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929422,
4bfff536726d214b73d1bf5d932d2c1d,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929420,
dc4ec19b97b28c04f494bd96bdc75b41,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929419,
4a4ead0d6829d2df118d1e5e02aac95e,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929418,
2ad728523a90e2f0932e54db6bb5c5e0,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929405,Deviation based on the UI core team analysis. Added external reference.
16ca8b2115ee9f95806ee4d7a3f9563c,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929397,No Functional Impact
8160896574514e73d65c3f272dffd5bc,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929396,No Functional Impact
c03ada9e53599129fa2ca1a850c15374,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929394,No Functional Impact
0d3dc80be98d8aac9f409b38c1b645ac,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929380,No Functional Impact
694014a448c1b62a719a51ee0175e104,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929369,
8d20710c750c0735841a3dff588b1fce,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929368,
ef09f10a2c37f81192ac32b2e52c45db,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929084,No functional Impact
a8cd7ff55b9e0a5e08ea6e2e81de7f77,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929083,No functional Impact
fb08756b37e48a93eb5e93f4136ea4b5,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929082,No functional Impact
06c1a9144360b1905858a51fb7673894,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929081,No functional Impact
45066582cba8f15cda0fa3170a962106,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,929080,No functional Impact
fc624219e8b2d18d3e382f000a348bff,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,928720,
5a038b84cfeb122fae7bf6a2d3cbaea4,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,928706,No Functional Impact
161e1d0fc95a764a0c2d549428392a75,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,917139,No functional Impact
85b722a42564d05a1ce45f2604821e86,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,917138,No functional Impact
7d9499439d22199f67d801f11ae531ca,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,917137,No functional Impact
cda65f8876def60b1a23d8344007eb15,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,917136,No functional Impact
02d62abe00383c6c2f7d8b19ea8a43dd,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,917135,No functional Impact
afe97752dd341fffc62ac806c9198f81,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,917134,No functional Impact
94d0895341805e3c592ecee80d607760,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,917130,
364496ac0e83b7c574bb4ae23fb7d295,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,917089,No functional Impact
286a0173cd32b62fbfe9324d18197d6e,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,916795,No functional Impact
d6ff3d561bde4c759a518cb5d974e81a,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,916793,No functional Impact
314800a7aa50a7f869b617bcb18f1f64,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,916792,No functional Impact
87769d5d5112db22fb593ba38ba85202,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,916791,No functional Impact
1c92973c29ea414e5b349d0634780c11,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,916790,No functional Impact
aaa8f69783d669a8cd63cd9b2f173feb,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,916789,No functional Impact
bacb22efdd80dfac65757255e0e5f8f0,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,916785,No functional Impact
ce2772836888f503551788853652653d,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,906981,"As per GdtCore team words, we have triaged this warning and no need 2nd level approval "
beed9c88a4bab0c964aa32c82bfd7a10,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836768,No functional Impact
579ede0891d7b5c0f54675b4a8754ee4,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836766,No functional Impact
abcdd13d54dc4e2c9f1f695b54c1d4d1,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836765,No functional Impact
c47472ffb26ec69672da857b482be3f3,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836763,No functional Impact
428be891d0b2650cadcbe8db2d16f008,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836762,No functional Impact
53943a4736425cdb9e20c5ff4c977a05,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836760,No functional Impact
968b14e63480fad42cb4ddeff16a0c17,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836758,No functional Impact
8e7897184134472202f80897290070a6,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836752,No functional Impact
28f585eb480e854eba7e93059eb52494,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836751,No functional Impact
07114a6a248f90a56e0c79b02bbebfe5,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836595,No functional Impact
0a28a72b44f453b3153e8dbd31dc0a4d,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836594,No functional Impact
3a41509cb13deae96a49646ccdc76ff2,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836593,No functional Impact
a13dd9d98b39971f9e7a8fc60f3ed451,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836592,No functional Impact
d64277bd22a41bc784106502a35884c4,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836591,No functional Impact
4d3ec1a29786d6f7a49938a22ef12ca3,TRIAGED_VIEW_MMC_4P45_MY20_MISRA.csv,836590,No functional Impact
